product_id,brand,product,category,subcategory,price,size,image,no_of_reviews,about_the_product,ingredients,how_to_use
pimprod2048681,STARFACE,Hydro-Star Pimple Patches,Treatment & Serums,Acne & Blemish Treatments,$12.99,Black Star,https://media.ulta.com/i/ulta/2631425?w=100&h=100&fmt=auto,389 Reviews,"Benefits
Hydro-Stars® are made with 100% hydrocolloid to help reduce the appearance of inflammation and shrink spots overnight.
Hydro-Stars are perfect for all spots, especially juicy ones like surface-level pimples and whiteheads. Thanks to hydrocolloid's gentle properties, wearing Hydro-Stars just for fun is also safe (and encouraged!).
These stars protect your spots from outside bacteria and serve as a gentle reminder to avoid skin picking
Dermatologist tested, and safe for every skin type, including sensitive.
Features
Perfectly shaped to grip the contours of the face, Hydro-Stars are designed to really stick and keep you feeling cute while caring for your skin.
Their little arms are great for reaching spots in tight or awkward spaces, like the corner of your nose or side of your lip.
Take your stars everywhere you go with Big Yellow, a reusable, mirrored compact (sold separately) that holds your patches for easy application and storage
Key Ingredients
Hydrocolloid is clinically proven to improve the appearance of pimples overnight: It draws out fluid, which can help soothe redness and inflammation.",Hydrocolloid.,"Apply to clean, dry skin. Leave on overnight (or 6+ hours) for best results. Lift off in the morning and replace with a new star (if you want).
Precautions: Keep out of reach of children. For external use only. Do not use on damaged or broken skin. Stop using and ask a doctor if rash and/or irritation occur. If product is swallowed, get medical help or contact a poison control center right away. Protect the product in this pouch from excessive heat and direct sun."
pimprod2039395,La Roche-Posay,Travel Size Toleriane Double Repair Face Moisturizer with Niacinamide,Travel Size Body Care,,$10.99,1.3 oz,https://media.ulta.com/i/ulta/2606178?w=100&h=100&fmt=auto,"1,886 Reviews","Benefits
Oil-free prebiotic daily face moisturizer for sensitive skin
Provides 48-hour hydration
Ideal for the face, neck and hands
Restores the skin barrier after 1 hour
Hydrates, repairs and soothes the skin with glycerin and niacinamide
Offers prebiotic benefits to help balance the skin microbiome with a high concentration of La Roche-Posay Thermal Spring Water
Non-comedogenic
Dermatologist, allergy and sensitive skin tested
Key Ingredients
La Roche-Posay Thermal Spring Water provides prebiotic benefits to help rebalance the skin microbiome, and is naturally rich in minerals with scientifically demonstrated soothing and antioxidant properties
Ceramide-3 is a natural component of the skin barrier
Niacinamide is form of vitamin B3 with soothing properties
Glycerin moisturizes and hydrates the skin
Formulated Without
Oil
Fragrance
Parabens","Aqua/Water/Eau, Glycerin, Squalane, Dimethicone, Zea Mays Starch / Corn Starch, Niacinamide, Ammonium Polyacryloyldimethyl Taurate, Myristyl Myristate, Stearic Acid, Ceramide Np, Potassium Cetyl Phosphate, Glyceryl Stearate Se, Sodium Hydroxide, Myristic Acid, Palmitic Acid, Capryloyl Glycine, Caprylyl Glycol, Xanthan Gum.","Use as a daily facial moisturizer to hydrate and soothe skin.
Apply to the face and neck morning and/or evenings
Its soft, oil-free texture is easily absorbed."
pimprod2042281,OLEHENRIKSEN,Pout Preserve Hydrating Peptide Lip Treatment,Lips,Lip Balms & Treatments,$23.00,Strawberry Sorbet Glimmer,https://media.ulta.com/i/ulta/2636745?w=100&h=100&fmt=auto,796 Reviews,"Benefits
This lip treatment goes beyond hydration: It visibly counteracts volume loss and restores bounce with lip-specific peptides and nourishing butters and oils
The active formula is clinically tested to give you softer, bouncier, fuller-looking lips in just one week
Plus, it comes in several crave-worthy flavors!
Key Ingredients
Lip-Specific Peptides: Help makes lips look more defined and fuller
Kokum and Mango Seed Butter: Natural moisturizers that are rich in saturated fats; soothe, nourish and condition lips
Cloudberry Oil: rich in antioxidants, vitamins and omega fatty acids; provides intense moisture and helps soften lips
Acai Sterols: rich in antioxidants; help strengthen the skin barrier and boost hydration
Research Results
In an 8-week clinical study on 39 people:
95% agree it rescues dry, flaky lips
90% agree it gives lips a healthy bounce
90% agree it leaves lips looking and feeling plumper
90% agree it restores lip suppleness
97% agree it enhances the look of lips","Polybutene, Hydrogenated Polydecene, Bis-Diglyceryl Polyacyladipate-2, Hydrogenated Styrene/Isoprene Copolymer, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Silica, Rubus Chamaemorus Seed Oil, Garcinia Indica Seed Butter, Euterpe Oleracea Sterols, Palmitoyl Hexapeptide-12, Palmitoyl Tripeptide-1, Tocopheryl Acetate, Tocopherol, Irvingia Gabonensis Kernel Butter, Citrus Aurantium Dulcis (Orange) Peel Wax, Linoleic Acid, Linolenic Acid, Oleic Acid, Lactic Acid, Helianthus Annuus (Sunflower) Seed Oil, Caprylic/Capric Triglyceride, Cera Carnauba/Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba, Hydrogenated Coco-Glycerides, Sorbitan Isostearate, Pentaerythrityl Tetraisostearate, Mica, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Octyldodecanol, Ethylhexyl Palmitate, Dicalcium Phosphate, Tribehenin, Propylene Carbonate, Stearalkonium Hectorite, Sodium Saccharin, Parfum/Fragrance, Citral, Limonene, Linalool, Titanium Dioxide (Ci 77891), Red 28 Lake (Ci 45410), Iron Oxides (Ci 77491).",Swipe onto lips for an instant boost of hydration that lasts.- Glow tip: use after lip color for added shine!
pimprod2045400,Vacation,Shimmer Oil SPF 30 Sunscreen,Suncare,Sunscreen,$38.00,2.9 oz,https://media.ulta.com/i/ulta/2623027?w=100&h=100&fmt=auto,317 Reviews,"Benefits
Broad spectrum SPF 30 protection against the sun’s harmful UVA and UVB rays
Water-resistant (80 minutes)
Includes two types of gold mica shimmer - a base layer pearlescent glaze that provides an even coat of iridescence and larger-sized flecks that mirror the sun’s rays for amplified gold highlights
Made with a rich, luxurious blend of naturally derived oils that deliver a silky, moisturized feel on skin
Flattering gold shade enhances all skin tones, with no white cast
Features the award-winning Vacation® Signature Scent developed by ARQUISTE Parfumeur with notes of coconut, banana, orange blossom, pool water, pool toy, and swimsuit lycra
Hawaii Reef Compliant Act 104
Dermatologist tested
PEG & paraben free
Travel-friendly packaging made with recycled materials
Key Ingredients
Pearlescent gold mica: An abundant dose of ethically sourced gold mica provides an even glaze of iridescent shimmer on skin.
Gold-flecked mica: Ethically sourced gold mica flecks mirror the sun's rays for amplified shimmer highlights.
Argan, marula & jojoba oils: A rich blend of luxurious oils that hydrate and nourish skin with a silky, moisturized feel.
Peptides & hyaluronic acid: A moisturizing pair that is known to firm skin while providing deep moisture and supporting a strong skin barrier.
Vitamin E & bisabolol: A soothing duo that replenishes sun-exposed skin and minimizes irritation from the sun.
Formulated Without
Oxybenzone, octinoxate, parabens, phthalates, pegs, beeswax, mineral oil, and petrolatum.
Every Vacation formula is dermatologist tested and reviewed by toxicologists to ensure world-class protection.","Active: Avobenzone (2.9%), Homosalate (5.0%), Octisalate (4.9%), Octocrylene (8.0%).
Inactive: Argania Spinosa (Argan) Kernel Oil, Bisabolol, Butyloctyl Salicylate, Butyrospermum Parkii (Shea) Oil, Calcium Sodium Borosilicate, Caprylic/Capric Triglyceride, Carthamus Tinctorius (Safflower) Seed Oil, Cocos Nucifera (Coconut) Oil, Dextrin Palmitate, Dimethicone, Ethyl Ferulate, Fragrance, Hyaluronic Acid, Iron Oxides, Mica, Musa Sapientum (Banana) Fruit Extract, Neopentyl Glycol Diethylhexanoate, Palmitoyl Tripeptide-1, Sclerocarya Birrea (Marula) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Titanium Dioxide, Tocopherol (Vitamin E), Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer.",Shake well before use. Apply liberally 15 minutes before sun exposure. Reapply at least every 2 hours when in the sun.
pimprod2007849,SUNDAY RILEY,A+ High-Dose Retinoid Serum,Treatment & Serums,Face Serums,$85.00,1.0 oz,https://media.ulta.com/i/ulta/2550152?w=100&h=100&fmt=auto,504 Reviews,"Benefits
Fights the signs of aging
Improves the look of congested skin
Improves the appearance of damaged skin
Balances and soothes skin
Calms the appearance of redness for a more even-toned complexion
Vegetarian
Cruelty-free
Formulated without artificial fragrances, sulfates, parabens, gluten, soy, and phthalates
Key Ingredients
Retinol Ester Blend 5% + Liposome-encapsulated Retinol Blend 1% helps reduce the appearance of wrinkles and lines and encourages signs of clearer skin
CoQ10 improves the appearance of aging or UV-exposed skin, for a healthier-looking, balanced complexion
Hawaiian White Honey, Bisabolol, Cactus Extract, and Ginger balance and soothe the skin
Research Results
In an independent blinded study of 102 women, after 4 weeks:
90% of women saw boosted skin radiance and healthy-looking skin, and agreed the product was gentler than other facial retinoid serums used in the past
88% reported that skin looked brighter
87% of women saw renewed skin
After 6 weeks:
96% of women felt the product was effective in addressing skin concerns
95% of women were happy with the results of the product
92% of women felt the product was gentle and non-irritating
86% of women saw a reduction in the appearance of sun-damaged skin
84% reported that skin clarity was improved and saw a reduction in the appearance of dark spots
82% reported that their skin tone looked more even
80% felt that their lines looked smoother
72% felt that skin appeared less red
71% saw an improvement in the look of expression lines","Water/Eau/Aqua, Dimethyl Isosorbide, Propanediol, Triheptanoin, Dimethicone, Glycerin, Pentylene Glycol, Cetyl PEG/PPG-10/1 Dimethicone, Disiloxane, Hexyldecanol, Diheptyl Succinate, Phenylpropanol, Phenyl Trimethicone, PPG-24-Glycereth-24, Hydroxypinacolone Retinoate, Sodium Acrylates Copolymer, Helianthus Annuus (Sunflower) Seed Oil, Honey Extract/Extrait de Miel, Opuntia Ficus-Indica (Prickly Pear) Fruit Extract, Bisabolol, Butyrospermum Parkii (Shea) Butter, Retinol, Sodium Hyaluronate Crosspolymer, Ubiquinone, Zingiber Officinale (Ginger) Root Extract, Tocopherol, Hydrogenated Polydecene, Lecithin, 1,2-Hexanediol, 4-t-Butylcyclohexanol, Caprylyl Glycol, Phospholipids, Polyglyceryl-10 Stearate, Sorbitol, Cetylhydroxyproline Palmitamide, Polysilicone-11, Benzoic Acid, Dehydroacetic Acid, Capryloyl Glycerin/Sebacic Acid Copolymer, Sodium Phytate, Phenoxyethanol, Glyceryl Polyacrylate, Alcohol, Polysorbate 20, Saccharomyces Cerevisiae Extract, Brassica Campestris (Rapeseed) Sterols, Hydroxyphenyl Propamidobenzoic Acid, Stearic Acid, Sodium Benzoate, Potassium Phosphate, Benzyl Alcohol, Decyl Glucoside, Algae Extract, Hexylene Glycol, Potassium Sorbate.","Apply 1-2 pumps in the evening to clean, dry skin. For targeted instructions, see below: For new retinoid users: Use two days on, two days off. Work your way up to every other day, then to daily, evening use. Follow with a hydrating oil or moisturizer, like C.E.O. Glow or Juno. Use an AHA serum, like Good Genes Lactic Acid Treatment, on alternate nights to sweep away dead skin cells.
For advanced retinoid users: Use daily, in the evenings. Follow with a hydrating oil or moisturizer, like C.E.O. Glow or Juno. Use an AHA serum, like Good Genes Lactic Acid Treatment, in the mornings to sweep away dead skin cells.
For sensitive skin: Apply a few drops of a gentle, hydrating oil, like C.E.O. Glow or Juno to your skin before applying A+ serum."
pimprod2006476,Thayers,Alcohol-Free Witch Hazel Facial Toner,Cleansers,Toner,$10.95,Rose Petal,https://media.ulta.com/i/ulta/2540933?w=100&h=100&fmt=auto,"4,625 Reviews","Benefits
Helps to reduce visible pores, remove impurities, smooth texture and even skin tone while immediately hydrating and maintaining skin's moisture barrier
98 PERCENT NATURAL ORIGIN INGREDIENTS: Formulated with certified organic witch hazel, aloe vera, and rose water to balance, visibly tighten pores and soothe skin.
CLINICALLY TESTED: This face toner is clinically tested to immediately hydrate skin by 50 percent, visibly improve skin texture by 22 percent, and reduce the appearance of pores by 7 percent.
ALWAYS ALCOHOL-FREE: This alcohol-free face toner is non-drying and non-comedogenic leaving skin feeling balanced, hydrated, and soothed.
DERMATOLOGIST-TESTED: Thayers is dermatologist-tested for safety and backed by science. Thayers fuses natural plant ingredients with derm actives for real results to improve overall skin quality.
Key Ingredients
Witch Hazel to soothe the skin
Aloe Vera to hydrate
Rose Water to tighten pores and control oil
Research Results
After 1 use: skin feels nourished and balanced
After 1 week of use: skin looks radiant/glowy
Pores look smaller
Skin texture looks smoother and skin tone appears even","Aqua / Water / Eau, Glycerin, Hamamelis Virginiana Bark/Leaf/Twig Extract - Witch Hazel Bark/Leaf/Twig Extract, Rosa Damascena Flower Water, Aloe Barbadensis Leaf Extract, Potassium Hydroxide, Caprylyl Glycol, Citric Acid, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol, Parfum / Fragrance, Geraniol, Citronellol (F.I.L. N296244/1).","Apply with a cotton ball or soft pad to cleanse, soften, refresh and moisturize skin. Use anytime throughout the day as a softening refresher."
pimprod2035355,Evian Mineral Spray,Travel Size Natural Mineral Water Facial Spray,Travel Size Skin Care,,$8.50,1.7 oz,https://media.ulta.com/i/ulta/2600917?w=100&h=100&fmt=auto,19 Reviews,"Benefits
Boost skin's hydration with the unique mineral balance found only in Evian water
Expertly blend & finish makeup with its ultra-fine micro-droplet mist
Instantly refresh makeup & soothe skin
Airplane-friendly size to keep skin hydrated and fresh while in-flight
Leak-proof & recyclable canister
Works with all skin types
Formulated Without
Sulfates
Parabens
Formaldehydes
Phthalates
Mineral oil
Synthetic fragrance
Research Results
A consumer research panel of women using this product twice daily for 30 days felt improved hydration, relieved tightness, and a softer overall feel of skin.","Evian Water, Nitrogen.","Spray as desired throughout the day to instantly refresh makeup and soothe skin. Mist generously after cleansing and before applying moisturizer to improve skin's hydration. Spray brushes and sponges while applying makeup for bolder color and smoother blending. Spray lightly after applying makeup to set powder cosmetics for a more natural, dewy look.
Precautions: Pressurized container. Protect from sunlight and do not expose to temperatures exceeding 122 degrees F. Do not pierce or burn, even after use."
pimprod2013150,La Roche-Posay,Anthelios Melt-in Milk Body & Face Sunscreen Lotion SPF 100,Suncare,Sunscreen,$28.99,3.0 oz,https://media.ulta.com/i/ulta/2559778?w=100&h=100&fmt=auto,583 Reviews,"Benefits
Oil-free face and body sunscreen provides broad-spectrum SPF 100 protection
Formulated for skin that burns easily, including the face, ears, nose, hairline, scalp, neck, chest, arms, hands and body
Lightweight, fast-absorbing texture blends easily without leaving a white cast
Velvety finish leaves skin feeling soft and smooth
Powerful antioxidant complex helps protect skin from free radicals caused by UV rays
Water-resistant for up to 80 minutes
Ideal for all skin types, including sensitive
Suitable for adults and children 3+ years old
Non-comedogenic
Formulated and rigorously tested for skin tolerance, even on sensitive skin
Recommended by the Skin Cancer Foundation
Allergy and sun-sensitive skin tested
Dermatologist tested for safety
Key Ingredients
Cell-Ox Shield technology combines broad-spectrum UVA/UVB filters and powerful antioxidant protection with senna alata, a tropical leaf extract known to defend skin cells against damaging free radicals that can accelerate skin aging
Panthenol (a form of vitamin B5) is known for its moisturizing and skin-conditioning properties
La Roche-Posay Thermal Spring Water is naturally rich in minerals with scientifically demonstrated soothing and antioxidant properties
Formulated Without
Fragrance
Oil
Parabens
Alcohol
Octinoxate","Active: Avobenzone 3%, Homosalate 15%, Octisalate 5%, Octocrylene 10%. Inactive: Water, Polymethylsilsesquioxane, Glycerin, Dimethicone, Poly C10-30 Alkyl Acrylate, Styrene/Acrylates Copolymer, Silica, Caprylyl Methicone, Acrylates/Dimethicone Copolymer, Diethylhexyl Syringylidenemalonate, Peg-100 Stearate, Glyceryl Stearate, Phenoxyethanol, Potassium Cetyl Phosphate, Tocopherol, Caprylyl Glycol, Panthenol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Peg-8 Laurate, Inulin Lauryl Carbamate, Chlorphenesin, P-Anisic Acid, Caprylic/Capric Triglyceride, Xanthan Gum, Disodium Edta, Cassia Alata Leaf Extract, Maltodextrin, Sodium Dodecylbenzenesulfonate.","Apply generously 15 minutes before sun exposure. Reapply sunscreen after 80 minutes of swimming or sweating, immediately after towel drying, at least every 2 hours. Children under 6 months of age: ask a doctor."
pimprod2043672,StriVectin,SD Advanced PLUS Intensive Moisturizer,Moisturizers,Face Moisturizer,$82.00,2.0 oz,https://media.ulta.com/i/ulta/2620437?w=100&h=100&fmt=auto,94 Reviews,"Benefits
Powered by Copper Tripeptide, Cranberry Biopeptides and our patented Alpha-3 Peptide— a trio of peptides scientifically selected for their unique collagen boosting abilities.
This breakthrough formula targets natural collagen, elastin and hyaluronic acid for skin that appears more smooth, supple, radiant and youthful-looking—with visible results starting in just one week. So powerful, it even works on stretch marks.
Key Ingredients
Patented Alpha-3 Peptide (New to formula): AI-designed peptide targets skin’s natural collagen, elastin, and hyaluronic acid to reduce the appearance of wrinkles.
Cranberry Biopeptides (New to formula): Powerful peptides that help support natural collagen to visibly smooth skin and improve texture.
Copper Tripeptide: Targets 10 types of collagens to help visibly reduce the look of stretchmarks and wrinkles.
Proprietary Sea Salt Ferment: Exclusive proprietary technology increases moisturization and visibly diminishes lines and wrinkles.
NIA-114™: Exclusive patented technology strengthens the skin barrier and supercharges the performance of other ingredients.
Research Results
1 WEEK to visibly reduce the appearance of fine lines and wrinkles.
2 WEEKS to see visible improvement in the look of stretch mark texture and intensity.
After 4 WEEKS, clinically proven to improve the look of stretch marks.","Water/Aqua/Eau, Glycerin, Pentaerythritol Tetraisostearate, Neopentyl Glycol Diheptanoate, Trimethylolpropane Tricaprylate/Tricaprate, Propanediol, Myristyl Nicotinate, Cetearyl Alcohol, Butylene Glycol, Stearyl Dimethicone, Glyceryl Stearate, Theobroma Grandiflorum Seed Butter, Dimethicone, Sorbitan Stearate, Stearoxy Dimethicone, Butyrospermum Parkii (Shea) Butter, Astrocaryum Murumuru Seed Butter, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Evodia Rutaecarpa Fruit Extract, Helianthus Annuus (Sunflower) Extract, Oryza Sativa (Rice) Bran Extract, Astrocaryum Vulgare Kernel Oil, Nymphaea Alba Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hydrolyzed Hyaluronic Acid, Pentaclethra Macroloba Seed Oil/Behenic Acid/Aminopropanediol Amides/Esters, Pentapeptide-84 Amide Acetate, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Palmitoyl Tripeptide-38, Nicotiana Benthamiana Hexapeptide-40 sh-Oligopeptide-1, Copper Tripeptide-1, Phaseolus Lunatus (Green Bean) Seed Extract, Sodium Hyaluronate Crosspolymer, Aloe Barbadensis Leaf Juice, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Zingiber Officinale (Ginger) Root Extract, Bacillus/Sea Salt Ferment Filtrate, Copper Lysinate/Prolinate, Resveratrol, Panthenol, PEG-40 Stearate, Saccharide Isomerate, Isohexadecane, Dimethicone/Vinyl Dimethicone Crosspolymer, Ceteareth-20, Bisabolol, Caprylhydroxamic Acid, Fragrance/Parfum, Ethylhexyl Stearate, Polysorbate 60, Disodium EDTA, Xanthan Gum, Adenosine, Sorbitan Isostearate, Aminomethyl Propanol, Dicaprylyl Ether, Methylglucoside Phosphate, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Sodium Isostearate, Tocopherol, Hydroxypropyl Cyclodextrin, Lactic Acid, Caprylyl Glycol, Ethanol, Sodium Citrate, Cetyl Hydroxyethylcellulose, 1,2-Hexanediol, Rutin, Citric Acid, Dipotassium Phosphate, Titanium Dioxide (CI 77891), Mica (CI 77019), Iron Oxides(CI 77491) [ILN 20725].","For wrinkles: Apply all over clean face, avoiding eye area, in the morning and evening, gently massaging into wrinkle-prone areas. For stretch marks: Use morning and evening on clean skin, massaging into targeted areas."
pimprod2045307,Hero Cosmetics,Mighty Patch for Tired Eyes Patches,Eye Treatments,Eye Masks,$14.99,3 pair,https://media.ulta.com/i/ulta/2624660?w=100&h=100&fmt=auto,20 Reviews,"Benefits
Awakens tired-looking eyes*
Visibly de-puffs under eyes*
Minimizes the look of eye bags*
Smooths the look of under eyes*
*after multiple applications
Features
Contoured to fit under eyes
Doesn’t slip off skin
Feels cooling on skin
Doesn’t leave a sticky residue
Key Ingredients
Tri-Hyaluronic Acid: Delivers a blend of hydration
Niacinamide: Energizes skin
Panthenol + Allantoin: Moisturizes and calms under eyes","Water/Aqua/Eau, Glycerin, Acrylates Copolymer, Dipropylene Glycol, Niacinamide, Chondrus Crispus Powder, 1,2-Hexanediol, Ceratonia Siliqua (Carob) Gum, Lecithin, Escin, Beta-Sitosterol, Sodium Hyaluronate, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Ascorbyl Glucoside, Adenosine, Betaine, Allantoin, Cellulose Gum, Panthenol, Xanthan Gum, Cyamopsis, Tetragonoloba (Guar) Gum, Glucomannan, Caprylyl Glycol, Potassium Chloride, Dextrin, Polyglyceryl-10 Laurate, Sodium Phytate, Dipotassium Glycyrrhizate, Butylene Glycol, Hydroxyacetophenone, Ethylhexylglycerin.","Prep eye area. Start with clean skin.
Place the patches. Remove film and smooth patches under eyes.
Watch it work. Leave on for 30+ minutes (or until gel turns clear).
Precautions: For external use only. Stop use if signs of irritation occur. Avoid direct contact with eyes. If contact occurs, rinse thoroughly with water."
pimprod2018593,PEACH & LILY,Glass Skin Veil Mist,Moisturizers,Face Mists & Essences,$31.00,3.38 oz,https://media.ulta.com/i/ulta/2568145?w=100&h=100&fmt=auto,812 Reviews,"Benefits
Achieve skin that looks instantly glassy
Skin looks plumped up and bouncy
Calms signs of redness and helps soothe stressed skin
Boosts radiance and glow
On bare skin, skin looks remarkably hydrated and glassy
Sets and refreshes makeup for an all-day glass skin filter effect
100% Worry Free: Peach & Lily formulas are non-toxic, alcohol-free, fragrance-free, & gluten-free
Key Ingredients
Cucumber Water: refreshes and imparts antioxidants
Peach Extract: helps keep skin firm, radiant, and resilient
Reishi Mushroom: a powerhouse adaptogen that combats visible signs of damage, inflammation, and redness
Lotus Extract: potent antioxidants and flavonoids fight damage and boosts brightening powers","Cucumis Sativus (Cucumber) Fruit Water, Water(Aqua), Glycerin, Methylpropanediol, 1,2-Hexanediol, Propanediol, Ethylhexyl Palmitate, Prunus Persica (Peach) Fruit Extract, Centella Asiatica Extract, Madecassic Acid, Nelumbo Nucifera (Lotus) Root Extract, Bambusa (Bamboo) Textilis Stem Extract, Arctium Lappa (Burdock) Root Extract, Morus Alba (Mulberry) Leaf Extract, Ceramide NP, Sodium Hyaluronate, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Ceramide NS, Ceramide AS, Butylene Glycol, Caprylic/Capric Triglyceride, Asiaticoside, Aloe Barbadensis Leaf Extract, Phytosphingosine, Citric Acid, Glycyrrhiza Glabra (Licorice) Root Extract, Tocopherol, Cetyl Ethylhexanoate, Ceramide AP, Hydrogenated Lecithin, Eucalyptus Globulus Leaf Extract, Sodium Citrate, Ganoderma Lucidum (Mushroom) Extract, Phosphoric Acid, Ethylhexylglycerin, Asiatic Acid, Cholesterol, Polyglyceryl-10 Oleate, Propylene Glycol, Butyrospermum Parkii (Shea) Butter, Ceramide EOP.","Spritz liberally through the day for glass skin on-demand
Spritz before applying makeup or in between makeup layers for bounce and glow
Spritz over makeup to revive makeup and give a glassy, highlight effect
External use only. Avoid contact with eyes. Keep out of reach of children. Store in a cool and dry place."
pimprod2036147,MAËLYS,B-FOXY Inner Thigh Firming Cream,Treatment & Serums,Body Treatments,$49.00,3.38 oz,https://media.ulta.com/i/ulta/2605436?w=100&h=100&fmt=auto,"2,040 Reviews","Benefits
Helps give a tighter & firmer appearance to the inner thighs
Helps to fade the appearance of stretch marks
Consumer Results:
100% Said the skin of their inner thighs feels smoother
87% Said the loose skin on their inner thighs is less visible
83% Said their inner thighs appear tighter and firmer
*Self-assessment on 30 participants after 56 day
Key Ingredients
Microalgae: Clinically proven to target the look of fatty skin
Tapioca Starch: Absorbs the extra moisture in the chafing zone
Coconut Oil: Helps to fade the appearance of stretch marks
Free of: Parabens, SLS, and Phthalates
Research Results
MAËLYS formulas go through rigorous clinical trials conducted on panels of real women. The trial found that B-FOXY is:
Clinically proven to help to give tighter and firmer-looking thighs
Clinically proven to smooth the appearance of the thighs
Clinically proven to contour the look of saggy thighs
Clinically proven to give the thighs a smoother silhouette
Clinically proven to help to improve rough skin texture on the thighs
*Based on a 56-day clinical trial with 31 participants","Water (Aqua), Tapioca Starch, Cocos Nucifera (Coconut) Oil, Glycerin, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Cetearyl Olivate, Plankton Extract, Butyrospermum Parkii (Shea) Butter, Tocopherol, Sorbitan Olivate, Panthenol, Marrubium Vulgare Extract, Neopentyl Glycol Diheptanoate, Pantolactone, Palmitoyl Tripeptide-5, Nelumbo Nucifera Leaf Extract, Isododecane, Phenoxyethanol, Silica, Potassium Sorbate, Xanthan Gum, Citric Acid, Sodium Phytate, Sodium Benzoate, Butylene Glycol, Fragrance (Parfum), Hexyl Cinnamal, Hydroxycitronellal, Limonene, Linalool, Red 33 (CI 17200), Yellow 6 (CI 15985).",Apply a thin and even layer to the loose skin in your inner thigh area. Lightly rub it in and let it set. The cream will dry to a soft powdery finish. Use twice a day for best results. Boost Your Regimen! Use with leave-on B-TIGHT Lift & Firm Booty Mask for the perfect pair.
pimprod2036596,e.l.f. Cosmetics,Suntouchable Whoa Glow Broad Spectrum SPF 30 Sunscreen,Suncare,Sunscreen,$14.00,Sunbeam,https://media.ulta.com/i/ulta/2605491?w=100&h=100&fmt=auto,"3,928 Reviews","Benefits
Lightweight face sunscreen and primer hybrid with broad-spectrum SPF 30 sun protection
Available in three shimmer finishes for a natural, radiant glow: Sunbeam (sheer peach shimmer), Sunlight (sheer champagne shimmer), and Sunburst (sheer bronze shimmer)
Non-greasy with no white cast
Doubles as a hydrating priming lotion to grip makeup for long-lasting wear
Infused with skin-loving ingredients like aloe, hyaluronic acid, and squalane
Fragrance-free
Great for: Oily, Normal, Dry and Combination Skin Types
Use it as the last step in your skincare routine before makeup, or wear on its own
100% vegan and cruelty-free, e.l.f. is Leaping Bunny Certified
This product is made in a Fair-Trade Certified facility
Key Ingredients
Chemical SPF 30: Helps protect skin against UVA and UVB sun rays
Aloe
Squalane
Hyaluronic Acid
Formulated Without
Sulfates
Parabens
Nonylphenol Ethoxylates
Triclosan
Triclocarban
Hydroquinone","Active: Avobenzone 3.0%, Homosalate 9.0%, Octisalate 5.0%, Octocrylene 7.0%.
Inactive: Water (Aqua), Glycerin, Polyglyceryl-3 Distearate, Bismuth Oxychloride, Niacinamide, Aluminum Starch Octenylsuccinate, Trehalose, Silica, Panthenol, Sodium Hyaluronate, Squalane, Aloe Barbadensis Leaf Juice, Glyceryl Stearate Citrate, Cetearyl Olivate, Sorbitan Olivate, Stearyl Caprylate, Stearic Acid, Palmitic Acid, Dimethicone, Cetearyl Alcohol, Stearyl Heptanoate, Polyacrylate-13, Polyisobutene, Polysorbate 20, Ethylhexyl Hydroxystearate, Sorbitan Isostearate, Triethoxycaprylylsilane, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, Caprylyl Glycol, Ethylhexylglycerin, Potassium Sorbate, Phenoxyethanol, Disodium EDTA, Sodium Benzoate, Citric Acid.
May Contain: Iron Oxides (CI 77491, CI 77492, CI 77499).","After last step of your skincare routine and before makeup, apply evenly and generously. Can be used without makeup for a natural glow. Apply liberally 15 minutes before sun exposure. Reapply at least every 2 hours."
