
P511469,Lion Pose,Mane Mini Day & Night Set with SPF & AHA,Skincare,,$29.00,,,,,,
P514670,Glossier,Futuredew Solid Oil-Serum Illuminator,Face,Highlighter,$26.00,Color: Dewy Shimmer - dewy shimmer,https://www.sephora.com/productimages/sku/s2839389-main-zoom.jpg?imwidth=160,225,"Item 2839389
What it is: An oil-serum illuminator that delivers a skin-first, targeted dewy glow that lasts.
 
Ingredient Callouts: It is cruelty-free.

What Else You Need to Know: The Future Dew Solid Illuminator is packaged into a creamy, solid stick formulated with hydrating powerhouses to deliver a skin-first, targeted dewy glow that lasts. It gives cheekbones, bridge of nose, and brow bones a targeted glow up for up to 12 hours.","Pentaerythrityl Tetraisostearate, Octyldodecanol, Polybutene, Diisostearyl Malate, Synthetic Wax, Squalane, Bis-Diglyceryl Polyacyladipate-2, VP/Hexadecene Copolymer, Sodium Hyaluronate, Tocopheryl Acetate, Crithmum Maritimum Extract, Undaria Pinnatifida Extract, Caprylic/Capric Triglyceride, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Silica, Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491).","Suggested Usage:
-Apply to the high points of the face like cheekbones, bridge of the nose, and brow bones for added targeted glow."
P515548,Nécessaire,Eucalyptus Body Essentials Set - Trial + Travel,Value & Gift Sets,,$40.00,,,,,,
P511989,Murad,Clarifying Body Spray with Salicylic Acid,Body Care,,$48.00,Size: 6 oz / 177 ml,https://www.sephora.com/productimages/sku/s2789964-main-zoom.jpg?imwidth=160,277,"Item 2789964
What it is: A daily, on-the-go body spray that visibly clears and prevents breakouts on the shoulders, back, and more.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Redness, Uneven Texture, and Acne and Blemishes

Formulation: Spray

Highlighted Ingredients:
- Salicylic Acid: Fights body breakouts and stops them from reappearing.
- Glycolic Acid: Exfoliates, enhancing the clinically demonstrated delivery of salicylic acid.
- Allantoin and Blue Lotus Extract: Soothe and visibly minimize breakout-related redness.

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free and cruelty-free.

What Else You Need to Know: This convenient, quick-drying, calming formula won’t over-dry your skin. The continuous 360° spray works from any angle, targeting hard-to-reach areas without leaving a greasy or sticky finish.
Show less","-Salicylic Acid: Fights body breakouts and stops them from reappearing.
-Glycolic Acid: Exfoliates, enhancing the clinically demonstrated delivery of salicylic acid.
-Allantoin and Blue Lotus Extract: Soothe and visibly minimize breakout-related redness.

Salicylic Acid 0.5%, Water (Aqua), Alcohol, Butylene Glycol, PEG-40 Hydrogenated Castor Oil, Niacinamide, Allantoin, Glycerin, Nymphaea Caerulea Flower Extract, Panthenol, Glycolic Acid, Menthol, Tocopheryl Acetate, Sodium Hydroxide, Cocamidopropyl Betaine, T-Butyl Alcohol, Citral, Geraniol, Fragrance (Parfum).","Suggested Usage:
-Apply one to three times a day.
-Mist onto targeted areas of your body for your clearest-looking, smoothest skin."
P392249,Drunk Elephant,JuJu Exfoliating Bar,Cleansers,Face Wash & Cleansers,$28.00,Size: 4 oz/ 120 g,https://www.sephora.com/productimages/sku/s1679273-main-zoom.jpg?pb=clean-at-sephora&imwidth=160,391,"Item 1679273
What it is: An ultra-mild, multitasking bar that intensely cleanses and subtly exfoliates without fragrance or soap.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dark Spots, Dullness and Uneven Texture, and Oiliness

Highlighted Ingredients:
- Heilmoor Clay: A thermal mud that visibly tones and detoxifies the skin.
- Virgin Marula Oil: This super-absorbable oil—high in critical antioxidants and omegas 6 and 9—moisturizes, nourishes, and rejuvenates skin‘s appearance for a youthful-looking glow.
- Bamboo Powder: Tiny, smooth spheres that gently exfoliate away dead, dry skin.

Ingredient Callouts: This product is vegan and cruelty-free.

What Else You Need to Know: Infused with thermal mud, marula, bamboo, and superfruit, Juju dissolves pore-clogging, excess oil, surface debris, and impurities while gently exfoliating for softer, smoother skin with visibly improved clarity. This bar is dermatologist tested, free of fragrance, essential oils, soap, and silicones and has a pH level of 6.3 to cleanse without drying or stripping.

Drunk Elephant is committed to using only ingredients that either directly benefit the health of the skin or support the integrity of their formulations. The brand focuses on healthy pH levels, formulations the skin recognizes, small molecular structure that’s easily absorbed, and effective active ingredients that also support the skin’s acid mantle. All of their products are designed to be mixed together—what Drunk Elephant calls making a smoothie. (This is true for all of their products except their sunscreen, Umbra, which sits on top of the skin, protecting it from UV damage.) The result is skin that is reset to its happiest, healthiest state.

Drunk Elephant is a supporter of IEF (International Elephant Foundation) and is cruelty-free.


Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here.
Show less","-Heilmoor Clay: A thermal mud that visibly tones and detoxifies the skin.
-Virgin Marula Oil: This super-absorbable oil—high in critical antioxidants and omegas 6 and 9—moisturizes, nourishes, and rejuvenates skin’s appearance for a youthful-looking glow.
-Bamboo Powder: Tiny, smooth spheres that gently exfoliate away dead, dry skin.

Sodium Coco-Sulfate, Disodium Lauryl Sulfosuccinate, Triticum Vulgare (Wheat) Starch, Cetearyl Alcohol, Bambusa Vulgaris Leaf/Stem Extract, Paraffin, Sclerocarya Birrea Seed Oil, Water, Heilmoor Clay, Titanium Dioxide (CI 77891), Helianthus Annuus (Sunflower) Seed Oil, Euterpe Oleracea Fruit Extract, Lycium Barbarum Fruit Extract.

The list of ingredients is subject to change, please consult the packaging of the product purchased.","Suggested Usage:
-Wet the Juju Bar and lather until creamy.
-With your hands, gently massage onto your face, neck, and chest.
-Rinse with warm water and pat dry.
-Use two to three times per week.

-Beauty tip: Gently massage Juju‘s lather over chapped, rough lips to exfoliate dead skin, then follow with Lippe Balm (sold separately) for a smooth, plump-looking pout.

Precautions:
-Do not apply bar directly to skin.
-Avoid direct contact with eyes."
P482061,,,,,,,,,,,
P479125,Summer Fridays,Mini Cloud Dew Oil-Free Gel Cream,Moisturizers,Face Creams,$17.00,Size: 0.5 oz/ 15 mL,https://www.sephora.com/productimages/sku/s2524247-main-zoom.jpg?pb=clean-at-sephora&imwidth=160,1.2K,"Item 2524247
What it is: An ultra-lightweight gel cream that infuses thirsty skin with three types of hyaluronic acid and ceramides for nonstop, visible plumping hydration.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness, Dullness, and Uneven Texture

Formulation: Lightweight Gel Cream

Highlighted Ingredients:
- Hyaluronic Acid Complex: Penetrates skin’s surface for long-lasting, visible line-plumping hydration.
- Amino Acids: Help provide antioxidant protection and support skin's resilience.
- Pineapple Enzyme: Gently visibly smooths, softens, and reveals brighter, more even-toned skin.

Ingredient Callouts: This product is vegan, cruelty-free, and comes in recyclable packaging.

What Else You Need to Know: This lightweight gel cream infuses skin with three types of hyaluronic acid for skin-plumping hydration. Its oil-free formula is packed with ceramides, minerals, and amino acids to support skin’s moisture barrier—plus, super-potent antioxidants and brightening pineapple enzymes visibly improve skin tone.

Clinical Results: In a clinical study with 51 participants (aged 35–65) using Cloud Dew Oil-Free Gel Cream, results included:
- 100% of participants experienced a significant increase in skin hydration after 24, 48, and 72 hours

In a 4-week consumer panel study with 52 participants (aged 35–65) using Cloud Dew Oil-Free Gel Cream, results included:
- 100% of participants said their skin felt softer and smoother
- 92% of participants said their skin felt silky




Clean at Sephora is our commitment to offering effective products without certain ingredients, such as parabens, sulfates, phthalates, and mineral oils. Learn more here.
Show less","-Hyaluronic Acid Complex: Penetrates skin’s surface for long-lasting, visible line-plumping hydration.
-Amino Acids: Help provide antioxidant protection and support skin's resilience.
-Pineapple Enzyme: Gently visibly smooths, softens, and reveals brighter, more even-toned skin.

Water/Aqua/Eau, Propanediol, Dicaprylyl Carbonate, Glycerin, Pentylene Glycol, Sodium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Glycine, Serine, Glutamic Acid, Aspartic Acid, Leucine, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Proline, Threonine, Valine, Isoleucine, Histidine, Ascorbic Acid, Saccharide Isomerate, Haematococcus Pluvialis Extract, Ceramide NP, Tocopheryl Acetate, Tocopherol, Hexapeptide-11, Palmitoyl Tripeptide-1, Ananas Sativus (Pineapple) Fruit Extract, Saccharomyces/Magnesium Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Butylene Glycol, Glyceryl Acrylate/Acrylic Acid Copolymer, Glyceryl Caprylate, Sucrose Stearate, Lecithin, Polyglyceryl-10 Laurate, Xanthan Gum, Cetearyl Olivate, Sorbitan Olivate, Sodium Citrate, Carbomer, Citric Acid, Cetearyl Alcohol, Sodium Hydroxide, Lactobacillus Ferment, Leuconostoc/Radish Root Ferment Filtrate, Hydroxyacetophenone, Iron Oxides (CI 77491).



The list of ingredients is subject to change, please consult the packaging of the product purchased.","Suggested Usage:
-Glide on over clean skin for a fresh, dewy look or under makeup for a smooth finish.
-Apply to cleansed, damp skin and massage in gently with fingertips.

Recycling Instructions:
-To qualify for Summer Fridays Recycling Program, clients can collect five empty Summer Fridays tubes and bottles, send them back to us to recycle, and in exchange they receive a mini Jet Lag Mask. Good for them, good for the planet. This Recycling Program is currently only open within the USA and countries it currently ships to."
P516364,Augustinus Bader,The Lip Balm,Lip Balms & Treatments,,$46.00,Size: 0.14 oz/4 g,https://www.sephora.com/productimages/sku/s2874246-main-zoom.jpg?imwidth=160,6,"Item 2874246
NEW
What it is: A lip balm that nourishes, protects, and visibly improves texture with TFC8®, natural amino acids, vitamins, and soothing oils—for smooth, plump-looking lips.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Fine Lines and Wrinkles, Dryness, and Loss of Firmness and Elasticity

Formulation: Balm

Highlighted Ingredients:
- TFC8®: Is a patented technology that supports optimal cellular renewal.
- Plumping Complex: Is a plant-derived collagen that visibly boosts skin’s defenses, elasticity, and plumpness.
- Candelilla Wax: Is a vegan beeswax alternative that hydrates, protects, and supports skin's barrier.

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also gluten-free and cruelty-free.

What Else You Need to Know: Powered by TFC8® and a blend of natural amino acids, vitamins, and oils (candelilla, bisabolol, shea, and olive), this lip balm nourishes and protects. A natural, visibly plumping agent enhances moisture retention, leaving lips looking smooth, volumized, and youthful, while vitamin E maintains hydration and cares for skin.
Show less","-TFC8®: Is a patented technology that supports optimal cellular renewal.
-Plumping Complex: Is a plant-derived collagen that visibly boosts skin’s defenses, elasticity, and plumpness.
-Candelilla Wax: Is a vegan beeswax alternative that hydrates, protects, and supports skin's barrier.

Olus/Vegetable Oil/Huile Végétale, Candelilla Cera/Euphorbia Cerifera (Candelilla) Wax/Cire de Candelilla, Butyrospermum Parkii (Shea) Butter, Octyldodecyl Myristate, Hydrogenated Vegetable Oil, Olea Europaea (Olive) Fruit Oil, Ricinus Communis (Castor) Seed Oil, Cera Carnauba/Copernicia Cerifera (Carnauba) Wax/Cire de Carnauba, Helianthus Annuus (Sunflower) Seed Oil, Tocopheryl Acetate, Dipalmitoyl Hydroxyproline, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Bisabolol, Palmitic Acid, Glycerin, Aloe Ferox Leaf Extract, Calendula Officinalis Flower Extract, Tocopherol, Aqua/Water/Eau, Lecithin, Butylene Glycol, Caprylic/Capric Triglyceride, Hydrolyzed Rice Protein, Opuntia Ficus-Indica Stem Extract, Pentylene Glycol, Xanthan Gum, Arginine, Glycine, Lysine, Oligopeptide-177, Oligopeptide-4, Phenylalanine, Potassium Sorbate, Sisymbrium Irio Seed Oil, Sodium Hydroxide, Citric Acid.","Suggested Usage:
-Apply to lips as desired."
P399934,Estée Lauder,NightWear Plus Anti-Oxidant Night Detox Moisturizer Creme,Moisturizers,Night Creams,$66.00,Size: 1.7 oz/ 50 mL,https://www.sephora.com/productimages/sku/s1730472-main-zoom.jpg?imwidth=160,48,"Item 1730472
What It Is: This refreshingly lush, yet lightweight night creme helps skin detox from the visible effects that accumulate during the day.

Skin Type: Normal, Dry, Combination and Oily

Skin Concerns: Fine Lines and Wrinkles, Dryness, Pores, Oiliness

Formulation: Cream

What Else You Need to Know: Defends against signs of premature aging and diminishes their appearance with our effective anti-oxidant. Formulated with the power of DayWear's proprietary Super Anti-Oxidant Complex to deliver deep, long-lasting moisture. Nighttime skin-soothers help minimize irritation that can peak at night. 

Clinical Results: *In vitro testing showing our Super Anti-oxidant Complex blend had significantly more antioxidant effectiveness compared to antioxidants such as Vitamin C, Vitamin E, Ergothioneine, Idebenone, and Lipoic Acid, among others. 
Show less","Nightwear Detox Night Cream Division: El (Estee Lauder)Ingredients: Water, Dimethicone, Glycerin, Polysorbate 60, Butyrospermum Parkii (Shea Butter), Hydrogenated Polydecene, Propanediol, Squalane, Sorbitan Stearate, Cetyl Palmitate, Tridecyl Stearate, Laminaria Saccharina Extract, Laminaria Ochroleuca Extract, Gentiana Lutea (Gentian) Root Extract, Hydrolyzed Rice Bran Extract, Citrus Reticulata (Tangerine) Peel Extract, Psidium Guajava (Guava) Fruit Extract, Hydrolyzed Rice Extract, Citrus Limon (Lemon) Fruit Extract, Fumaria Officinalis Flower/Leaf/Stem Extract, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Polygonum Cuspidatum Root Extract, Thermus Thermophillus Ferment, Coffea Arabica (Coffee) Seed Extract, Vitis Vinifera (Grape) Seed Extract, Saccharomyces Lysate Extract, Limonium Vulgare Flower/Leaf/Stem Extract, Ethylbisiminomethylguaiacol Manganese Chloride, Palmitoyl Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer, Artemia Extract, Cholesterol, Algae Extract, Linoleic Acid, Dimethiconol, Isohexadecane, Sodium Hyaluronate, Lecithin, Tridecyl Trimellitate, Lauryl Alcohol, Glycyrrhetinic Acid, Trehalose, Sucrose, Ergothioneine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Dipentaerythrityl Hexacaprylate/Hexacaprate, Acetyl Glucosamine, Ethylhexylglycerin, Butylene Glycol, Glyceryl Stearate, Behenyl Alcohol, Caffeine, Palmitic Acid, Sodium Pca, Stearic Acid, Urea, Caprylic/Capric Triglyceride, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Cetyl Alcohol, Myristyl Alcohol, Polyquaternium-51, Citric Acid, Sodium Hydroxide, Polysorbate 80, Sodium Benzoate, Fumaric Acid, Cyclodextrin, Fragrance, Disodium Edta, Bht, Phenoxyethanol, Chlorphenesin, Linalool, Butylphenyl Methylpropional, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Benzyl Salicylate, Blue 1 (Ci 42090), Yellow 5 (Ci 19140) .

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up-to-date list of ingredients.","Suggested Usage:
Apply PM after your Repair Serum."
P516471,Peter Thomas Roth,Water Drench Broad Spectrum SPF 45 Hyaluronic Moisturizer,Moisturizers,Face Creams,$24.00,Size: .67 fl oz/20ml,https://www.sephora.com/productimages/sku/s2866028-main-zoom.jpg?imwidth=160,2,"Item 2866028
NEW
What it is: A broad-spectrum SPF 45 moisturizer with a unique water-cream texture and universal sheer tint.
Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Fine Lines, Wrinkles, and Dryness

Formulation: Lightweight Cream

Highlighted Ingredients:
- 30% Hyaluronic Acid Complex: Moisturizes and helps keep skin hydrated during sun exposure.

Ingredient Callouts: Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance.

What Else You Need to Know: This nongreasy, cream-to-water SPF 45 moisturizer drenches skin with a hydrating 30% Hyaluronic Acid Complex. It also contains Pentavitin to provide hydration for up to 72 hours while a 5% SunBoost ATB helps boost sun protection. The universal sheer tint provides an even-toned, complexion-enhancing glow.

Clinical Results: Based on a clinically measured study on 41 women, ranging in age from 41 to 65:
-100% showed immediate skin hydration improvement

Based on an immediate consumer-perception study on 41 women, ranging in age from 41 to 65:
-100% agreed skin immediately appeared full of moisture
-100% agreed skin immediately felt soft
-97% agreed this product did not leave a white cast
Show less","-30% Hyaluronic Acid Complex: Moisturizes and helps keep skin hydrated during sun exposure.

Avobenzone 3%, Homosalate 5%, Octisalate 5%, Octocrylene 10%, Water/Aqua/Eau, Dimethicone, Glycerin, Dipropylene Glycol, Polymethylsilsesquioxane, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Dimethicone/PEG-10/15 Crosspolymer, Phenoxyethanol, Titanium Dioxide/CI 77891, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Saccharide Isomerate, Isododecane, Methyl Gluceth-20, Coco-Caprylate/Caprate, Bisabolol, Sodium Chloride, Sodium Hyaluronate, PEG-15/Lauryl Dimethicone Crosspolymer, Sodium PCA, Polyglyceryl-6 Polyricinoleate, Polyhydroxystearic Acid, Iron Oxides/CI 77492, Iron Oxides/CI 77491, Iron Oxides/CI 77499, Yeast Extract, Dilinoleic Acid/Butanediol Copolymer, Disodium Stearoyl Glutamate Trisiloxane, Propylene Glycol, Ceteareth-25, Potassium Sorbate, Sodium Benzoate, Castor Oil/IPDI Copolymer, Sodium Citrate, Citric Acid, Cetyl Alcohol, Ethylhexylglycerin, Saccharomyces/Magnesium Ferment, Sambucus Nigra Fruit Extract, Behenic Acid, Ceramide NP, Cholesterol, Mica, Ceramide NS, Saccharomyces/Iron Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Butylene Glycol, Ceramide AP, Ceramide EOP, Ceramide EOS, Tocopherol, Olea Europaea (Olive) Leaf Extract, Caprooyl Phytosphingosine, Caprooyl Sphingosine.","Suggested Usage:
-Shake well and apply to face and neck liberally 15 minutes before sun exposure.
-Reapply at least every two hours.
-For external use only."
